repository	commit	date	subject	subsystem	disposition	relevance reason
v8/v8	b0d608963cca8471ec0d00772d1b2ea0351f5411	2025-12-09T15:25:04+01:00	[wasm] Inline immovable roots into JS->Wasm wrappers	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	97c5c7fd0347b442452abc8bae5a142d19cab639	2025-12-09T15:52:04+01:00	[heap] Put --managed_zone_memory behind --future	heap-backing-store	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a2de10e947d76825a26b363235cf4b5c159305ed	2025-12-09T16:29:22+01:00	[turboshaft] Support trusted loads in late load elimination	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f383603780c84481a318887eacaad7514e8bff93	2025-12-09T08:01:38-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	26378c8b1d686642c464008cae3dea9bff3f2f77	2025-12-07T13:22:46+01:00	[regexp] Factor out scanning deferred actions.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	cd8b383de9ad27a881a09e02e7f62f1a4a488be5	2025-12-08T15:32:09-08:00	[temporal] Manual roll test262, triage expectations for new failures	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	866c7b58fec9d9344d34218020e0f9d68c8d2ba1	2025-12-09T04:56:09Z	Override use_cxx23 to false in v8	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5a615fbf808238714481b647676d65ba4ae62bbb	2025-12-07T19:45:52-08:00	Initialize isolate_ in IsolateSpecificInfo	wasm-runtime	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	10c5511bac4a5bbbaefab5b52c5eca2f5970b0a6	2025-12-10T00:52:55+08:00	[wasm interpreter] Call wasm function directly in CallRef	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9e9a27e22d7cbea76f9a5f64b8964a58eedf2ad0	2025-12-09T17:07:26+01:00	[heap] Limit Liftoff code flushing to last resort GCs	heap-backing-store	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7bbdf48c9d19675cf0eb8d7a80d87036e5993f02	2025-12-09T16:07:47+08:00	[frames] Track stack frame iteration depth in StackFrameIterator	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	cde3134635ac6822d386163e89f87c4b7cea3df8	2025-12-09T20:01:45-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	3ab87be5440bd603c79db3425752a0edbf26ad66	2025-12-10T11:06:11+08:00	Update EmbeddedFeedback with unaligned load/store	compiler-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4cfe63ee03b5d02c2d9d54d07853a7609b2155e0	2025-12-09T13:36:37Z	[arm64][wasm] Use LaneSizeField for SIMD AllTrue, Pmin & Pmax instructions	compiler-backend-regalloc	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	915a5d1d7f70b38983185dac4309c090214b02b9	2025-12-09T16:52:29+01:00	[*lev] Propagate Sminess of loaded fields	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b349f5f64f7b4d852a7a2e918893927f56897721	2025-12-10T09:35:52+01:00	[js_fuzzer] Enable using Babel transpiler when loading sources	other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	66a96c167ab02f988e83b0df3fd8acfc4b616dd0	2025-12-10T09:45:04+01:00	[maglev] Use base::ieee754::atan2 instead of std	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a3050f610ebc35393e5c78bdde04a497bef8eb2f	2025-12-10T10:27:05+01:00	[fuzztest] Switch fuzztest scripts to bash	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	94d3db3dde0baf32fcfaf995e12ecc93659514ca	2025-12-10T09:52:38+01:00	[turbolev] Constant fold more checks	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d9b1e03cfa40ac51b6ccafea496b3a9e98512687	2025-12-10T08:55:39Z	[inspector] Add test for 'functionLocation' for various scopes	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	855e71f40d921cd3aa153ca9758a3a90721b496d	2025-12-10T10:12:11+01:00	[maglev] Allow NaNs in HoleyFloat64Constant	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	af35329bb456c923b43bf591a82b42f62080e49e	2025-12-09T19:27:44+01:00	[iterator-helpers] Fix spec deviations in return method	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	16e80d7053bc12107c8841d517a3899ab155f25c	2025-12-09T16:23:33+01:00	[turboshaft] Use single error handler per eliminated load in validation	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	fa554cc4dea9a15d801a29fc3977e11f5e580ce6	2025-12-10T10:55:53+01:00	[runtime] Turning on SetPrototypeProperties	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	31abc50de9ab6b6b846dc3fd554ca30d89ab8b40	2025-12-10T11:01:58+01:00	[turbolev] Constant fold branch nodes	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	1b7f2ea75df9bf6dd4b479cfe03bd59b79bbde2f	2025-12-10T04:18:55-08:00	Revert "[iterator-helpers] Fix spec deviations in return method"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f9e154deef3f10af9d9218b80861e961363d9f50	2025-12-10T09:59:47+01:00	[objects, heap] Add SFI::GetBytecodeArrayForGC() for use in the GC	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a7febd09afada9d4b87fb829a521ad650f2094db	2025-12-10T12:43:53+01:00	[bazel] Increase -fconstexpr-steps limit	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4972c9c48b4488ac4c3d12ac8fceef5c3996414e	2025-12-09T17:39:55+01:00	Reland: "[wasmfx] Support arguments in stack wrapper"	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	2b3ea9fd08043b026f31838566d635d4cd9000fe	2025-11-14T07:57:25Z	Fix metadata for third_party/fp16	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5e8f6ad085a7e4a2e7a71b64722f9707b1d4ade9	2025-12-10T12:59:47+01:00	[maglev] Revert invalid Object ctor optimization	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	02f744baafa9e9494925f2dbb56932ad0668c8d9	2025-12-10T14:16:18+01:00	[turbofan] Preserve restriction type for CheckNumberOrUndefined	compiler-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5f0b3fc8bdf0cb7ee3203d2ef1dbff04bce6c0bd	2025-12-10T14:25:29+01:00	[tsa] Port implementation of ToString builtin to TSA	wasm-runtime	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	145560357ff5330347b099e11a601aaa0c50c295	2025-12-10T14:27:51+01:00	[turboshaft] Remove unnecessary WordXXConstant and add some ConstOrV	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	250e6dbb826225eece64db286033edbb207a40e7	2025-12-09T12:11:20+01:00	[wasm][turbolev] Fix JS-to-Wasm wrapper inlining inside try-catch	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5ea5e4900450de6e4b57ea58e14622478881ebc3	2025-12-10T14:50:03+01:00	[bazel] Disable Api tests requiring Temporal for g3	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6f7ff8187329a3e2ce24261e99844c61ec35d470	2025-12-10T14:56:52+01:00	[turboshaft][wasm] Avoid Uint64Constant flowing into Tagged comparison	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6d301f6e0712a8be94cf4d1c994a7e5c39d3f640	2025-12-10T15:14:43+01:00	[maglev] Fix clobbering the data view length	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	fd9f24300048e362e3698a34b4c597884a511686	2025-12-10T14:34:56+01:00	[maglev] Remove outdated hole checks	compiler-turboshaft	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	dc5908fd731c73e02c329b9336af6940ca70ae3d	2025-12-10T15:28:13+01:00	[immutable-arraybuffer] Implement immutable arraybuffer	compiler-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	96c056fd9a76afd535e51a9e7e9340fc85eaeaff	2025-12-10T14:37:24+01:00	[wasmfx] Support return values in stack wrapper	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0da69ffef4df758ce184423b7679ee8989852cef	2025-12-10T09:44:37-05:00	Revert "[base64] Avoid temporary buffer in Uint8Array.fromBase64"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	427f7cce6d69a2d6ce113200e8dcc1151765058c	2025-12-10T15:49:15+01:00	[maglev type system] Make GetInt32-related code paths return a ReduceResult	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0c3c8c5eb0d97ad003a6773c018703db47aa8c17	2025-12-10T19:12:48+01:00	[heap] Fix BytecodeFlushEventsEagerLogging test for CSS	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7ed4bd4be01ecb43f28379a9dbb2f75460a6caf7	2025-12-10T16:07:48+01:00	Reland "[iterator-helpers] Fix spec deviations in return method"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	47e928387852da886157f606260046384d91ff20	2025-12-10T17:36:49Z	PPC/s390: [wasmfx] Support return values in stack wrapper	wasm-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	cbe81df166dc2a231b7a70de2071f444dad3468c	2025-12-10T08:02:44-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	ef62c050002e3fdf4b524cd9424dd659f306aec2	2025-12-10T18:45:39Z	PPC/s390: [maglev] Fix clobbering the data view length	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6be5fa67a24113aa557a7fff0ff977187c723b5c	2025-12-10T16:41:23+01:00	[heap] Enable WB verification in set_map in debug builds	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	3d3e6a10b59f7fb7b53bec1a419c907c1051a455	2025-12-10T11:41:42+01:00	[wasm] Fix deleting compile jobs per context	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
